,Name
1483,BMW 3 Series 320d Sport Line
1484,Skoda Octavia Ambition 1.4 TSI MT
1485,Toyota Fortuner 3.0 Diesel
1486,Volkswagen Jetta 2007-2011 1.9 Highline TDI
1487,Hyundai i20 1.4 CRDi Asta
1488,Tata Manza Club Class Quadrajet90 LX
1489,Volkswagen Vento Petrol Highline
1490,Hyundai Creta 1.6 SX Automatic Diesel
1491,Maruti Ritz VXI
1492,Honda CR-V 2.0L 2WD MT
1493,Mahindra XUV500 W8 2WD
1494,Volkswagen Ameo 1.5 TDI Comfortline
1495,Tata Zest Revotron 1.2 XT
1496,Jaguar XJ 3.0L Portfolio LWB
1497,Toyota Corolla Altis 1.8 VL CVT
1498,Maruti A-Star Vxi
1499,Honda Accord VTi-L (AT)
1500,Hyundai i20 Asta (o)
1501,Toyota Fortuner 4x2 AT
1502,Mercedes-Benz New C-Class C 200 CGI Avantgarde
1503,Maruti Baleno Alpha 1.3
1504,Maruti Ertiga VDI
1505,Land Rover Range Rover Sport SE
1506,Chevrolet Optra Magnum 1.6 LT ABS BS3
1507,Honda Civic 2006-2010 1.8 V AT
1508,BMW X3 xDrive20d
1509,Skoda Laura Ambition 2.0 TDI CR AT
1510,Maruti Swift Dzire VDI
1511,Volvo V40 Cross Country D3
1512,Maruti Swift Dzire ZXi
1513,Land Rover Range Rover 2.2L Pure
1514,Honda Accord 2.4 AT
1515,Toyota Innova 2.5 G (Diesel) 8 Seater
1516,Toyota Fortuner 4x4 MT
1517,Honda Jazz 1.2 E i VTEC
1518,Honda City 1.5 V MT
1519,Maruti Dzire AMT ZDI Plus
1520,Nissan Sunny 2011-2014 Diesel XL
1521,Toyota Innova 2.5 G (Diesel) 8 Seater
1522,Honda Brio S MT
1523,Volkswagen Vento Petrol Trendline
1524,Mahindra XUV500 W4
1525,Ford EcoSport 1.5 Diesel Titanium Plus
1526,Skoda Yeti Ambition 4X2
1527,Hyundai i10 Sportz
1528,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV
1529,Tata Zest Quadrajet 1.3 XT
1530,Maruti Swift VDI
1531,Skoda Rapid 1.5 TDI AT Style
1532,Toyota Innova Crysta 2.4 VX MT 8S
1533,Hyundai Verna 1.6 SX VTVT
1534,Honda City i VTEC VX Option
1535,Honda City i DTEC SV
1536,Volkswagen Vento Diesel Highline
1537,Audi Q5 2008-2012 3.0 TDI
1538,Maruti Alto 800 LXI
1539,Tata Manza ELAN Quadrajet BS IV
1540,Hyundai Creta 1.6 SX Plus Dual Tone Petrol
1541,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury
1542,Mahindra Thar CRDe
1543,Hyundai Verna 1.6 CRDI
1544,Ford Aspire Titanium Diesel
1545,Mini Cooper 3 DOOR D
1546,Maruti Omni 8 Seater BSIV
1547,Mahindra Verito 1.5 D4 BSIV
1548,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance
1549,Renault Duster 110PS Diesel RxZ
1550,Maruti Swift Dzire Tour LDI
1551,Volkswagen Polo Petrol Highline 1.2L
1552,Mahindra XUV500 W10 2WD
1553,Volkswagen Polo 1.2 MPI Highline
1554,Maruti Ritz VXI
1555,Chevrolet Optra 1.6 Elite
1556,Toyota Innova 2.5 GX 7 STR BSIV
1557,Honda City i DTec SV
1558,Volkswagen Ameo 1.2 MPI Highline
1559,Maruti SX4 ZDI Leather
1560,Maruti Swift ZXI
1561,Hyundai Creta 1.6 CRDi SX
1562,Audi Q7 35 TDI Quattro Technology
1563,Maruti Alto LXi BSIII
1564,Honda Amaze SX i-DTEC
1565,Volkswagen Passat Diesel Highline 2.0 TDI
1566,Hyundai Elantra CRDi SX AT
1567,Maruti Wagon R VXI BS IV
1568,Land Rover Discovery Sport TD4 HSE 7S
1569,Honda City i VTEC SV
1570,Mercedes-Benz New C-Class C 200 Avantgarde Edition C
1571,Maruti Wagon R LX BS IV
1572,Hyundai Verna 1.6 CRDI
1573,Maruti Ertiga VXI CNG
1574,Volkswagen Tiguan 2.0 TDI Highline
1575,BMW X1 sDrive 20d Exclusive
1576,Hyundai Grand i10 1.2 CRDi Sportz Option
1577,Mercedes-Benz E-Class E250 CDI Avantgrade
1578,Mahindra Bolero ZLX
1579,Hyundai Grand i10 Asta Option
1580,Hyundai i10 Magna 1.2
1581,Volkswagen Jetta 2012-2014 2.0L TDI Comfortline
1582,Skoda Yeti Elegance
1583,Audi Q7 45 TDI Quattro Premium Plus
1584,Toyota Fortuner 3.0 Diesel
1585,Maruti Wagon R VXI Minor ABS
1586,Hyundai EON Era
1587,Honda Brio S MT
1588,Maruti Alto 800 VXI
1589,Mahindra Bolero ZLX
1590,Honda City i VTEC SV
1591,Skoda Rapid 1.6 MPI Elegance Black Package
1592,Maruti Swift VVT VXI
1593,Hyundai EON Magna Plus
1594,Maruti Swift Dzire ZXI
1595,Nissan Micra XV CVT
1596,Audi Q7 4.2 FSI quattro
1597,Maruti Swift Vdi BSIII
1598,Tata Xenon XT EX 4X2
1599,Volkswagen Polo 1.5 TDI Comfortline
1600,Honda City i VTEC SV
1601,Honda City i VTEC V
1602,Maruti 800 AC BSIII
1603,Volkswagen Polo 1.5 TDI Trendline
1604,Chevrolet Captiva LTZ VCDi
1605,Mahindra XUV500 W10 2WD
1606,Honda Amaze VX i-DTEC
1607,Hyundai i20 1.2 Sportz Option
1608,Maruti Wagon R AMT VXI
1609,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT
1610,Maruti Ciaz 1.4 Zeta
1611,Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV
1612,Chevrolet Aveo U-VA 1.2 LS
1613,Maruti Ciaz ZXi Option
1614,Hyundai i20 1.4 CRDi Asta
1615,Honda Jazz 1.2 SV i VTEC
1616,Mahindra XUV500 W10 2WD
1617,Hyundai i20 1.2 Sportz
1618,Hyundai Verna 1.6 SX
1619,Hyundai i10 Era 1.1
1620,Maruti Celerio VXI AT
1621,Skoda Fabia 1.2 TDI Ambition
1622,Maruti Swift VDI BSIV
1623,Hyundai i10 Magna(O) with Sun Roof
1624,Hyundai i10 Magna 1.2
1625,Ford Ecosport 1.5 Ti VCT AT Titanium
1626,Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde
1627,Maruti Swift VDI BSIV
1628,Maruti 800 Std BSIII
1629,Maruti Swift Lxi BSIII
1630,Hyundai Creta 1.6 SX Plus Dual Tone Petrol
1631,BMW X1 M Sport sDrive 20d
1632,Ford Ikon 1.3 Flair
1633,Ford Ecosport 1.5 DV5 MT Titanium Optional
1634,Maruti Ciaz VXi Plus
1635,Volkswagen Passat Diesel Highline 2.0 TDI
1636,Honda Jazz 1.5 VX i DTEC
1637,Audi A4 35 TDI Premium
1638,Hyundai Grand i10 CRDi Sportz Celebration Edition
1639,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury
1640,Toyota Innova 2.5 G (Diesel) 7 Seater
1641,Nissan Sunny 2011-2014 XL
1642,Skoda Laura Ambiente 2.0 TDI CR AT
1643,Chevrolet Aveo 1.4 LS
1644,Honda Mobilio V i DTEC
1645,Maruti Ritz VDi
1646,Volkswagen Polo Petrol Highline 1.2L
1647,Nissan Terrano XL
1648,Maruti A-Star AT Vxi Aktiv
1649,Toyota Etios Liva GD
1650,Honda City 1.5 S MT
1651,Hyundai Grand i10 AT Asta
1652,Jaguar XE 2.0L Diesel Prestige
1653,Mahindra Scorpio VLX
1654,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT
1655,Skoda Superb Elegance 1.8 TSI AT
1656,Chevrolet Cruze LTZ AT
1657,Mahindra Scorpio VLX
1658,Hyundai Verna 1.6 SX VTVT (O)
1659,Hyundai i20 1.4 Asta CRDi with AVN
1660,Honda City ZX CVT
1661,Hyundai i10 Magna
1662,Honda Amaze S i-Dtech
1663,Maruti Wagon R LXI
1664,Honda Brio S MT
1665,Hyundai i20 1.2 Sportz Option
1666,Volkswagen Vento 2013-2015 1.6 Comfortline
1667,Skoda Octavia Rider 1.9 TDI MT
1668,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde
1669,Renault Duster Petrol RxL
1670,Hyundai EON Sportz
1671,Maruti Swift VXI
1672,Nissan Micra Diesel
1673,Audi Q5 3.0 TDI Quattro Technology
1674,Hyundai i20 1.2 Spotz
1675,Honda Brio S MT
1676,Maruti Swift Dzire ZXi
1677,Hyundai Grand i10 1.2 Kappa Magna
1678,Mahindra Xylo E8 ABS BS IV
1679,Volkswagen Polo GTI
1680,Maruti Alto K10 VXI
1681,Volkswagen Polo Diesel Comfortline 1.2L
1682,Hyundai Grand i10 Sportz
1683,Mercedes-Benz New C-Class C 220 CDI Elegance AT
1684,Hyundai Verna 1.6 SX VTVT AT
1685,Fiat Punto EVO 1.2 Emotion
1686,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV
1687,Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT
1688,Volkswagen Polo 1.5 TDI Comfortline
1689,BMW 5 Series 520d Luxury Line
1690,Mercedes-Benz GLE 350d
1691,Mercedes-Benz M-Class ML 350 CDI
1692,Hyundai Grand i10 1.2 Kappa Sportz
1693,Skoda Superb Elegance 1.8 TSI AT
1694,Hyundai i10 Sportz AT
1695,Hyundai i20 1.4 CRDi Asta
1696,Mahindra Scorpio VLX
1697,Honda Brio V MT
1698,Hyundai i20 1.2 Magna Executive
1699,Ford Endeavour 4x2 XLT Limited Edition
1700,Hyundai Verna CRDi SX
1701,Toyota Fortuner 3.0 Diesel
1702,BMW X1 sDrive20d
1703,Toyota Fortuner 4x2 AT
1704,Honda Amaze V CVT Petrol
1705,Hyundai i10 Era 1.1
1706,Hyundai i20 1.2 Sportz
1707,BMW 3 Series 320d GT Luxury Line
1708,Audi Q3 35 TDI Quattro Premium Plus
1709,Maruti Swift VXI Optional
1710,Maruti Baleno Delta Automatic
1711,Hyundai Accent GLE
1712,Maruti Ritz LXi
1713,Tata Nano Lx
1714,Ford Figo Diesel EXI
1715,Volkswagen Passat Diesel Highline 2.0 TDI
1716,Fiat Linea Emotion Pack (Diesel)
1717,Mahindra Xylo D4
1718,Maruti Wagon R VXI
1719,Toyota Etios G Safety
1720,Hyundai Grand i10 Sportz
1721,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV
1722,Tata Indica V2 DLS TC
1723,BMW 3 Series 320d Sport Line
1724,Ford Endeavour 3.2 Titanium AT 4X4
1725,Maruti Ciaz Zeta
1726,Ford Figo 1.5D Titanium Plus MT
1727,Chevrolet Aveo U-VA 1.2 LS
1728,Honda City 1.5 V AT
1729,Nissan Sunny XL
1730,Maruti Swift Dzire VXI
1731,Ford Figo Diesel Titanium
1732,Fiat Grande Punto 1.3 Emotion (Diesel)
1733,Hyundai Elite i20 Petrol Asta
1734,Maruti Swift Dzire VDI
1735,Ford Ecosport 1.5 DV5 MT Titanium
1736,Maruti Swift Dzire VDi
1737,Hyundai Grand i10 Sportz
1738,Ford Endeavour 3.0L 4X4 AT
1739,Volkswagen Polo Diesel Highline 1.2L
1740,Mahindra TUV 300 2015-2019 mHAWK100 T8
1741,BMW X6 xDrive 40d
1742,Renault Duster 110PS Diesel RxZ
1743,Maruti Wagon R LXI
1744,Maruti Ertiga SHVS VDI
1745,Maruti Alto LXi BSIII
1746,Maruti Wagon R AMT VXI Option
1747,Maruti Eeco 7 Seater Standard
1748,Renault Duster 110PS Diesel RxL
1749,Maruti Zen Estilo 1.1 LX BSIII
1750,Renault Duster Petrol RxL
1751,Honda Civic 2006-2010 1.8 S MT
1752,Mahindra XUV500 W8 2WD
1753,Mahindra Verito 1.5 D6 BSIV
1754,Renault KWID Climber 1.0 MT
1755,Porsche Cayenne Diesel
1756,Maruti Swift DDiS VDI
1757,Datsun GO T Option
1758,Hyundai i20 1.2 Magna
1759,BMW 5 Series 2013-2017 520d Luxury Line
1760,Maruti Ertiga ZDI
1761,Hyundai Grand i10 Magna
1762,BMW 3 Series 330i
1763,Chevrolet Cruze LTZ
1764,Mercedes-Benz M-Class ML 350 4Matic
1765,Maruti Ritz LDi
1766,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT
1767,Hyundai i20 1.2 Magna Executive
1768,Hyundai EON 1.0 Kappa Magna Plus Optional
1769,Maruti Swift VDI
1770,Hyundai i20 Sportz 1.2
1771,Maruti Ritz ZXi
1772,Maruti Swift VDI
1773,Honda WRV i-VTEC VX
1774,Hyundai Xcent 1.2 Kappa AT S Option
1775,Honda Amaze E i-Vtech
1776,Hyundai Verna 1.6 SX VTVT (O)
1777,Honda City V MT
1778,Hyundai Creta 1.6 SX Plus Dual Tone Petrol
1779,Mahindra XUV500 W8 2WD
1780,Maruti Wagon R LXI CNG
1781,Toyota Innova 2.5 V Diesel 7-seater
1782,Maruti Swift VDI
1783,Maruti Wagon R VXI AMT
1784,Hyundai Grand i10 1.2 Kappa Asta
1785,Honda Amaze VX i-DTEC
1786,BMW 3 Series 320d Highline
1787,Ford Figo Petrol Titanium
1788,Volkswagen Ameo 1.2 MPI Trendline
1789,Ford Ecosport 1.5 DV5 MT Trend
1790,Honda City 1.3 EXI
1791,Mahindra XUV500 W6 2WD
1792,Toyota Fortuner 4x2 Manual
1793,Hyundai Grand i10 1.2 Kappa Magna
1794,Maruti Dzire AMT ZDI Plus
1795,Maruti Swift VDI
1796,Volkswagen Polo Petrol Highline 1.2L
1797,Toyota Etios Liva 1.2 VX Dual Tone
1798,Maruti Swift VXI
1799,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance
1800,Maruti Wagon R VXI
1801,Tata Nano Lx BSIV
1802,Skoda Laura 1.8 TSI Ambiente
1803,Volkswagen Polo GT TSI
1804,Hyundai Verna 1.6 SX
1805,Tata Bolt Quadrajet XE
1806,Hyundai EON D Lite Plus
1807,Audi A4 2.0 TDI 177 Bhp Premium Plus
1808,Toyota Innova 2.5 GX (Diesel) 7 Seater
1809,Mercedes-Benz M-Class ML 350 CDI
1810,Hyundai Xcent 1.1 CRDi S
1811,Honda Accord 2.4 AT
1812,Volkswagen Vento 1.5 TDI Highline
1813,Hyundai i20 Sportz Petrol
1814,Hyundai Elantra CRDi SX
1815,Ford Figo Diesel Titanium
1816,Hyundai i20 1.2 Magna Executive
1817,Hyundai Verna 1.6 CRDi SX
1818,Hyundai Grand i10 Asta
1819,Audi Q5 2.0 TDI
1820,Maruti Swift Dzire ZXi
1821,Hyundai i20 Magna
1822,Mahindra KUV 100 mFALCON D75 K4 Plus 5str
1823,Hyundai Elantra 1.6 SX Option AT
1824,Jeep Compass 2.0 Limited Option Black
1825,Maruti Vitara Brezza VDi Option
1826,Toyota Corolla Altis 1.8 GL
1827,Mahindra XUV500 W8 2WD
1828,BMW X1 xDrive 20d xLine
1829,Hyundai i20 Magna 1.4 CRDi
1830,Mercedes-Benz GLE 350d
1831,Chevrolet Cruze LTZ
1832,Hyundai i20 1.2 Magna
1833,Honda Brio S MT
1834,Nissan Evalia 2013 XL
1835,Volkswagen Polo Petrol Trendline 1.2L
1836,Hyundai i10 Sportz 1.2
1837,Chevrolet Cruze LTZ AT
1838,Hyundai i10 Era
1839,Maruti Ertiga VDI
1840,Honda Amaze S i-Dtech
1841,Mercedes-Benz A Class A180 Sport
1842,Hyundai Grand i10 1.2 Kappa Magna
1843,Hyundai i10 Sportz 1.2
1844,Maruti Swift DDiS ZDI Plus
1845,Honda City 1.3 EXI
1846,Toyota Innova 2.5 GX (Diesel) 7 Seater
1847,Mini Cooper Countryman D High
1848,Fiat Linea T-Jet Active
1849,Chevrolet Aveo 1.4 LT
1850,Hyundai i10 Era 1.1
1851,Hyundai Xcent 1.1 CRDi Base
1852,Maruti Celerio VXI AT
1853,Hyundai i10 Sportz
1854,Renault Duster 85PS Diesel RxL
1855,BMW 3 Series 320d
1856,Hyundai Grand i10 Sportz
1857,Hyundai Santro DX
1858,Chevrolet Spark 1.0 LS
1859,Honda City i VTEC VX Option
1860,Volkswagen Vento Diesel Highline
1861,Toyota Fortuner 4x2 4 Speed AT
1862,Honda City 1.5 S MT
1863,BMW 5 Series 2013-2017 520d Luxury Line
1864,Audi Q5 30 TDI quattro Premium Plus
1865,Maruti Ritz LDi
1866,Volkswagen Vento 1.5 TDI Highline AT
1867,Honda City i DTEC SV
1868,Audi A4 New 2.0 TDI Multitronic
1869,Skoda Rapid 1.6 MPI Elegance
1870,Toyota Fortuner 3.0 Diesel
1871,Chevrolet Optra Magnum 2.0 LT BS3
1872,Maruti Eeco 7 Seater Standard
1873,Maruti Ciaz ZXi
1874,Maruti Ciaz VDi Plus SHVS
1875,Toyota Innova 2.5 LE 2014 Diesel 7 Seater
1876,Maruti Swift Dzire VXI
1877,Toyota Innova Crysta 2.8 GX AT
1878,Tata Indica V2 eLX
1879,Hyundai i20 Magna
1880,Ford Fiesta 1.4 Duratorq ZXI
1881,Chevrolet Enjoy 1.3 TCDi LS 8
1882,Ford Fiesta 1.4 Duratorq EXI
1883,Honda CR-V 2.4 MT
1884,Honda Jazz 1.2 VX i VTEC
1885,Mercedes-Benz GLS 350d Grand Edition
1886,Hyundai Grand i10 1.2 Kappa Sportz
1887,Maruti Ritz VXi
1888,Volkswagen Ameo 1.5 TDI Highline AT
1889,Honda City i VTEC SV
1890,Honda Jazz 1.2 S i VTEC
1891,Maruti Swift Ldi BSIV
1892,Hyundai Creta 1.6 CRDi AT SX Plus
1893,Audi A7 2011-2015 3.0 TDI Quattro
1894,Hyundai EON D Lite Plus
1895,Ford Figo Diesel EXI
1896,Volkswagen Ameo 1.2 MPI Highline
1897,Renault Scala Diesel RxL
1898,Honda Jazz 1.2 V i VTEC
1899,Hyundai i20 1.2 Sportz
1900,Audi A4 3.0 TDI Quattro Premium
1901,Mahindra Ssangyong Rexton RX7
1902,Toyota Fortuner 2.8 2WD AT
1903,Skoda Octavia Classic 1.9 TDI MT
1904,Mercedes-Benz New C-Class 250 CDI Classic
1905,Maruti Ciaz 1.4 Zeta
1906,Maruti Swift ZDi
1907,Toyota Qualis FS B3
1908,BMW 5 Series 2007-2010 525d Sedan
1909,Mitsubishi Pajero 2.8 SFX BSIII Dual Tone
1910,Toyota Corolla H2
1911,Maruti Wagon R LXI CNG
1912,Maruti Omni E MPI STD BS IV
1913,Audi A6 2011-2015 2.0 TDI
1914,Hyundai Xcent 1.2 Kappa S Option CNG
1915,Honda Jazz 1.5 S i DTEC
1916,Mercedes-Benz E-Class 200 Kompressor Elegance
1917,Honda City 1.5 EXI
1918,Audi A4 2.0 TDI
1919,Maruti Swift Dzire VXI
1920,Maruti Dzire VDI
1921,Mahindra XUV500 W8 4WD
1922,Chevrolet Beat LT
1923,Ford EcoSport 1.5 Diesel Titanium Plus
1924,BMW 5 Series 2013-2017 530d M Sport
1925,Audi Q5 30 TDI quattro Premium Plus
1926,BMW X1 sDrive 20d xLine
1927,Hyundai i10 Magna AT
1928,Hyundai Creta 1.6 CRDi AT SX Plus
1929,Audi A4 2.0 TDI 177 Bhp Premium Plus
1930,Mercedes-Benz S Class 2005 2013 S 350 L
1931,Hyundai i10 Magna
1932,Ford EcoSport 1.5 Diesel Titanium
1933,Volkswagen Vento Diesel Highline
1934,Maruti Dzire ZDI Plus
1935,Mahindra Scorpio 1.99 S10
1936,Hyundai i20 Asta 1.4 CRDi
1937,Maruti Alto LXi
1938,Hyundai i10 Magna
1939,Mahindra Scorpio S6 7 Seater
1940,Skoda Fabia 1.2L Diesel Classic
1941,BMW X5 xDrive 30d
1942,Honda Jazz 1.5 S i DTEC
1943,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde
1944,Mahindra XUV500 AT W10 FWD
1945,Honda City i VTEC CVT SV
1946,Maruti Swift VDI
1947,Mercedes-Benz New C-Class 220 CDI AT
1948,Honda City 1.5 S MT
1949,Tata Sumo EX
1950,Hyundai i20 Magna
1951,Fiat Linea 1.3 Dynamic
1952,Honda Civic 2006-2010 1.8 V AT
1953,Hyundai Creta 1.6 SX Plus Diesel
1954,Audi A3 35 TDI Technology
1955,Hyundai Verna VTVT 1.6 SX Option
1956,Hyundai i20 1.4 CRDi Magna
1957,Honda Mobilio S i DTEC
1958,Hyundai Verna 1.6 SX CRDI (O) AT
1959,Ford Fiesta 1.6 ZXI Duratec
1960,Hyundai i10 Sportz 1.2
1961,Maruti Vitara Brezza ZDi
1962,Toyota Innova 2.5 VX (Diesel) 7 Seater
1963,Mercedes-Benz GLA Class 200 d Sport
1964,Maruti Alto LXi BSIII
1965,Mercedes-Benz New C-Class C 220 CDI Elegance AT
1966,Maruti Swift LDI
1967,Hyundai Grand i10 Sportz
1968,Toyota Fortuner 4x4 AT
1969,Toyota Innova 2.0 GX 8 STR
1970,Ford EcoSport 1.5 TDCi Titanium
1971,Ford Figo 1.2P Titanium MT
1972,Toyota Fortuner 3.0 Diesel
1973,Maruti Swift Dzire VXI
1974,BMW 7 Series 740Li
1975,Skoda Superb 1.8 TSI MT
1976,Maruti Wagon R LXI Minor
1977,Renault Duster 110PS Diesel RxZ
1978,Maruti Ciaz VXi Plus
1979,Hyundai Elantra CRDi SX
1980,Skoda Rapid 1.5 TDI AT Elegance
1981,Mercedes-Benz New C-Class C 220 CDI Elegance AT
1982,Honda Accord 2.4 A/T
1983,Maruti Celerio VXI
1984,BMW 7 Series 740Li
1985,BMW 3 Series 320d Sport
1986,Volkswagen Vento Diesel Trendline
1987,Maruti Swift Dzire Tour LDI
1988,Land Rover Freelander 2 SE
1989,Hyundai i20 1.4 CRDi Magna
1990,Maruti Dzire VDI
1991,Jeep Compass 2.0 Longitude
1992,Maruti Ertiga VDI
1993,Ford Figo Petrol ZXI
1994,Toyota Corolla Altis 1.4 DG
1995,Maruti Vitara Brezza ZDi Plus AMT Dual Tone
1996,Honda City 1.5 S MT
1997,Mahindra Scorpio S10 4WD
1998,Hyundai Xcent 1.2 VTVT SX
1999,Mercedes-Benz E-Class 220 CDI
2000,Mahindra Renault Logan 1.4 GLX Petrol
2001,Skoda Octavia 1.9 TDI
2002,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury
2003,BMW X1 sDrive 20d xLine
2004,Volkswagen Vento 2013-2015 1.6 Comfortline
2005,Audi A4 2.0 TDI
2006,Ford Ikon 1.4 TDCi DuraTorq
2007,Hyundai Verna 1.6 CRDi EX MT
2008,Toyota Innova Crysta 2.4 VX MT
2009,Hyundai Grand i10 Asta Option
2010,Volkswagen Ameo 1.2 MPI Comfortline
2011,Renault KWID RXT
2012,Honda City 1.5 S MT
2013,Hyundai Grand i10 1.2 Kappa Magna AT
2014,Volkswagen Polo 1.0 MPI Comfortline
2015,Maruti Swift VDI BSIV
2016,Nissan Sunny 2011-2014 Diesel XV
2017,Jaguar XF 2.2 Litre Luxury
2018,Maruti Ciaz ZDi SHVS
2019,Audi Q5 2008-2012 2.0 TDI
2020,Ford Figo Petrol ZXI
2021,Hyundai Santa Fe 4x4 AT
2022,Mahindra Scorpio VLX 2WD AIRBAG BSIV
2023,Renault Duster 110PS Diesel RxL
2024,Audi A4 New 2.0 TDI Multitronic
2025,Maruti Eeco 7 Seater Standard
2026,Mahindra Xylo E4
2027,Maruti Wagon R LXI
2028,Maruti Wagon R LXI BSIII
2029,Maruti SX4 ZXI MT BSIV
2030,Toyota Innova Crysta 2.4 VX MT
2031,Toyota Innova 2.5 G (Diesel) 7 Seater
2032,Volkswagen Polo Diesel Trendline 1.2L
2033,Toyota Etios G
2034,Ford Ecosport 1.5 DV5 MT Titanium
2035,Hyundai Grand i10 CRDi Magna
2036,Honda City i VTEC CVT SV
2037,Toyota Innova 2.5 G3
2038,Hyundai EON Era Plus
2039,Hyundai i10 Magna 1.2
2040,Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance
2041,Mahindra Bolero SLE
2042,Skoda Laura Ambition 2.0 TDI CR AT
2043,Maruti Swift ZXI
2044,Audi A4 2.0 TDI
2045,Ford Fiesta 1.4 SXi TDCi ABS
2046,Maruti SX4 Vxi BSIII
2047,Hyundai Grand i10 AT Asta
2048,Maruti Ritz AT
2049,Mahindra Scorpio 2.6 CRDe
2050,Mahindra Scorpio S4 7 Seater
2051,Maruti Alto LXi
2052,Renault Duster 110PS Diesel RxZ
2053,Mahindra Jeep MM 550 PE
2054,Maruti Ignis 1.2 Alpha
2055,Toyota Innova 2.5 ZX Diesel 7 Seater
2056,BMW 7 Series 730Ld Eminence
2057,Hyundai Sonata Embera 2.0L CRDi MT
2058,Renault Duster Adventure Edition
2059,Maruti Wagon R CNG LXI
2060,Audi A4 2.0 TDI 177 Bhp Technology Edition
2061,Jeep Compass 2.0 Longitude
2062,Hyundai Verna 1.4 VTVT
2063,Honda Amaze VX i-Vtech
2064,Hyundai Creta 1.6 CRDi SX Option
2065,Hyundai i10 Magna 1.1
2066,Mahindra TUV 300 T8
2067,Maruti Swift Dzire VXi
2068,Hyundai Accent GLE 1
2069,Mahindra XUV500 W8 2WD
2070,Maruti Alto K10 2010-2014 VXI
2071,Chevrolet Beat LT
2072,Audi A6 2.7 TDI
2073,Mini Cooper 5 DOOR D
2074,Maruti Swift 1.3 LXI
2075,Tata Zest Revotron 1.2T XMS
2076,Honda City i DTEC SV
2077,Chevrolet Beat LT
2078,Audi A4 2.0 TDI Multitronic
2079,Ford Aspire Titanium Plus Diesel
2080,Hyundai Verna SX CRDi AT
2081,Honda City i VTEC CVT VX
2082,Hyundai i10 Sportz 1.2
2083,BMW X3 xDrive20d Expedition
2084,Audi A4 2.0 TDI
2085,Honda CR-V 2.4 AT
2086,Hyundai Grand i10 1.2 Kappa Asta
2087,Maruti Ciaz ZDi Plus SHVS
2088,Honda City i-VTEC V
2089,BMW 6 Series 640d Coupe
2090,Maruti Celerio VXI AMT
2091,Renault Koleos 2.0 Diesel
2092,Ford Figo Diesel ZXI
2093,Toyota Innova 2.5 V Diesel 7-seater
2094,Maruti Dzire VDI
2095,Mercedes-Benz SLC 43 AMG
2096,Hyundai Santro LP zipPlus
2097,Mercedes-Benz E-Class E 220 d
2098,Hyundai Grand i10 1.2 Kappa Sportz
2099,Honda Mobilio S i VTEC
2100,Porsche Cayenne Turbo S
2101,Mahindra Quanto C8
2102,Toyota Corolla H5
2103,Mahindra KUV 100 mFALCON D75 K4
2104,BMW 3 Series 2005-2011 325i Sedan
2105,Maruti Alto 800 LXI
2106,Audi Q3 35 TDI Quattro Premium
2107,Toyota Etios GD
2108,Mahindra XUV500 W8 2WD
2109,Toyota Fortuner 4x2 MT TRD Sportivo
2110,Tata Indigo CS Emax CNG GLX
2111,Mercedes-Benz GLE 250d
2112,Hyundai Creta 1.6 CRDi SX
2113,Honda City 1.5 V AT
2114,Audi A4 35 TDI Premium
2115,Maruti Zen VXI
2116,Maruti Alto LXi
2117,Maruti Baleno Delta Automatic
2118,Mahindra XUV500 W10 2WD
2119,Ford Freestyle Titanium Petrol
2120,Hyundai Elite i20 Asta Option
2121,Mercedes-Benz New C-Class C 220d Avantgarde Edition C
2122,Honda City i VTEC SV
2123,Ford EcoSport 1.5 Ti VCT MT Titanium BE
2124,Maruti Baleno Alpha 1.2
2125,Hyundai i10 Sportz
2126,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV
2127,Maruti Baleno Delta
2128,Audi Q7 3.0 TDI Quattro Technology
2129,Hyundai Santa Fe 2WD AT
2130,Hyundai Santro GLS I - Euro II
2131,Honda City 1.5 V MT Exclusive
2132,Hyundai i20 1.4 CRDi Magna
2133,Mahindra Bolero SLE BSIII
2134,Toyota Fortuner 2.8 2WD AT
2135,BMW 3 Series 2005-2011 325i Sedan
2136,BMW 3 Series 320d Sedan
2137,Maruti Wagon R LXI
2138,Maruti Ertiga ZDI
2139,Land Rover Range Rover Evoque 2.0 TD4 Pure
2140,Maruti Ertiga SHVS VDI
2141,Tata Indigo CS eVX
2142,Maruti Alto K10 LXI
